siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
BLWA,BLWA.AOS.buoy.c0,2017-05-15,2017-05-16,1,DOC,3.135,NA,1
BLWA,BLWA.AOS.buoy.c0,2017-05-16,2017-05-16,0,DOC,3.135,NA,1
BLWA,BLWA.AOS.buoy.c0,2017-05-26,2017-05-23,3,DOC,2.733,NA,1
BLWA,BLWA.AOS.buoy.c0,2018-04-30,2018-05-02,2,DOC,3.278,NA,1
BLWA,BLWA.AOS.buoy.c0,2019-04-29,2019-05-02,3,DOC,3.301,NA,1
