siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
BLWA,BLWA.AOS.buoy.c0,2017-05-15,2017-05-16,1,TOC,3.193,NA,1
BLWA,BLWA.AOS.buoy.c0,2017-05-16,2017-05-16,0,TOC,3.193,NA,1
BLWA,BLWA.AOS.buoy.c0,2017-05-26,2017-05-23,3,TOC,2.752,NA,1
BLWA,BLWA.AOS.buoy.c0,2018-04-30,2018-05-02,2,TOC,3.294,NA,1
BLWA,BLWA.AOS.buoy.c0,2019-04-29,2019-05-02,3,TOC,3.648,NA,1
