siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
PRLA,PRLA.AOS.buoy.c0,2017-06-21,2017-06-08,13,Fe,5e-4,NA,1
PRLA,PRLA.AOS.buoy.c0,2017-06-26,2017-07-06,10,Fe,5e-4,0,3
PRLA,PRLA.AOS.buoy.c0,2019-07-26,2019-08-06,11,Fe,0.01,NA,1
PRLA,PRLA.AOS.buoy.c0,2019-07-27,2019-08-06,10,Fe,0.01,NA,1
PRLA,PRLA.AOS.buoy.c0,2019-07-30,2019-08-06,7,Fe,0.01,NA,1
