siteID,aop_datetime,sensor_rollavg_datetime,fdom5min,ma01,ma03,ma04,ma04u,ma06,ma12,radfile
FLNT,2018-09-16T16:01:03Z,2018-09-16T16:00:00Z,28.92,28.875,28.875,28.875,28.816458333333333,28.875,28.79,2018091613-NEON_D03_JERC_DP1_20180916_L007-1_radiance
FLNT,2018-09-19T15:33:35Z,2018-09-19T15:35:00Z,22.92,22.905,22.905,22.905,22.874583333333334,22.91,22.744999999999997,2018091912-NEON_D03_JERC_DP1_20180919_L006-1_radiance
