siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
FLNT,FLNT.AOS.buoy.c0,2017-09-17,2017-09-14,3,TOC,2.266,0.9830457771640138,3
FLNT,FLNT.AOS.buoy.c0,2017-09-18,2017-09-14,4,TOC,2.266,0.9830457771640138,3
FLNT,FLNT.AOS.buoy.c0,2018-09-16,2018-09-19,3,TOC,2.449,NA,1
FLNT,FLNT.AOS.buoy.c0,2018-09-19,2018-09-19,0,TOC,2.449,NA,1
FLNT,FLNT.AOS.buoy.c0,2019-08-30,2019-08-13,17,TOC,2.506,NA,1
FLNT,FLNT.AOS.buoy.c0,2019-09-06,2019-09-17,11,TOC,2.617,NA,1
