siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
FLNT,FLNT.AOS.buoy.c0,2017-09-17,2017-09-14,3,DOC,2.9953333333333334,0.04476978147515723,3
FLNT,FLNT.AOS.buoy.c0,2017-09-18,2017-09-14,4,DOC,2.9953333333333334,0.04476978147515723,3
FLNT,FLNT.AOS.buoy.c0,2018-09-16,2018-09-19,3,DOC,2.944,NA,1
FLNT,FLNT.AOS.buoy.c0,2018-09-19,2018-09-19,0,DOC,2.944,NA,1
FLNT,FLNT.AOS.buoy.c0,2019-08-30,2019-08-13,17,DOC,2.312,NA,1
FLNT,FLNT.AOS.buoy.c0,2019-09-06,2019-09-17,11,DOC,2.512,NA,1
