siteID,aop_datetime,sensor_rollavg_datetime,turb5min,ma01,ma03,ma04,ma04u,ma06,ma12,radfile
FLNT,2018-09-16T16:01:03Z,2018-09-16T16:00:00Z,NA,-2.685,-2.685,-2.7,-2.6810869565217392,-2.69,-2.69,2018091613-NEON_D03_JERC_DP1_20180916_L007-1_radiance
FLNT,2018-09-19T15:33:35Z,2018-09-19T15:35:00Z,-3.11,-3.09,-3.115,-3.115,-3.1015217391304346,-3.11,-3.15,2018091912-NEON_D03_JERC_DP1_20180919_L006-1_radiance
