siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
FLNT,FLNT.AOS.buoy.c0,2017-09-17,2017-09-14,3,Fe,0.02836666666666667,0.002272296928953902,3
FLNT,FLNT.AOS.buoy.c0,2017-09-18,2017-09-14,4,Fe,0.02836666666666667,0.002272296928953902,3
FLNT,FLNT.AOS.buoy.c0,2018-09-16,2018-09-19,3,Fe,5e-4,NA,1
FLNT,FLNT.AOS.buoy.c0,2018-09-19,2018-09-19,0,Fe,5e-4,NA,1
FLNT,FLNT.AOS.buoy.c0,2019-08-30,2019-08-13,17,Fe,0.013,NA,1
FLNT,FLNT.AOS.buoy.c0,2019-09-06,2019-09-17,11,Fe,5e-4,NA,1
