siteID,aop_datetime,sensor_rollavg_datetime,mean_abs254,mean_abs350,abs254_ma01,abs254_ma03,abs254_ma04,abs254_ma04u,abs254_ma06,abs254_ma12,abs350_ma01,abs350_ma03,abs350_ma04,abs350_ma04u,abs350_ma06,abs350_ma12,radfile
FLNT,2018-09-16T16:01:03Z,2018-09-16T16:00:00Z,-0.31675000000000003,-0.34142500000000003,-0.31695,-0.31775,-0.3183,-0.318484756097561,-0.319025,-0.32091250000000004,-0.34142500000000003,-0.34165,-0.34192500000000003,-0.3424024390243902,-0.34307499999999996,-0.34355,2018091613-NEON_D03_JERC_DP1_20180916_L007-1_radiance
FLNT,2018-09-19T15:33:35Z,2018-09-19T15:30:00Z,-0.343675,-0.352075,-0.343375,-0.343475,-0.343475,-0.34396648936170215,-0.3435375,-0.3433875,-0.35195,-0.3522,-0.3523,-0.35254468085106383,-0.3525125,-0.35243749999999996,2018091912-NEON_D03_JERC_DP1_20180919_L006-1_radiance
