siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
BARC,BARC.AOS.buoy.c0,2014-05-07,2014-05-13,6,Fe,48.4,NA,1
BARC,BARC.AOS.buoy.c0,2014-05-20,2014-05-13,7,Fe,48.4,NA,1
BARC,BARC.AOS.buoy.c0,2016-09-23,2016-10-12,19,Fe,0.721,NA,1
BARC,BARC.AOS.buoy.c0,2017-09-27,2017-10-10,13,Fe,0.104,NA,1
BARC,BARC.AOS.buoy.c0,2018-09-15,2018-09-05,10,Fe,5e-4,0,3
BARC,BARC.AOS.buoy.c0,2018-10-12,2018-10-01,11,Fe,5e-4,NA,1
BARC,BARC.AOS.buoy.c0,2019-04-16,2019-04-11,5,Fe,0.0327,NA,1
