siteID,aop_datetime,sensor_rollavg_datetime,mean_abs254,mean_abs350,abs254_ma01,abs254_ma03,abs254_ma04,abs254_ma04u,abs254_ma06,abs254_ma12,abs350_ma01,abs350_ma03,abs350_ma04,abs350_ma04u,abs350_ma06,abs350_ma12,radfile
BARC,2019-04-16T18:15:19Z,2019-04-16T18:15:00Z,0.04558,0.02431,0.045679444444444446,0.04567,0.04568888888888889,0.04581511820330969,0.04598888888888889,0.046161111111111104,0.02426,0.02428,0.02428,0.024398829787234042,0.02452,0.02454,2019041612-NEON_D03_OSBS_DP1_20190416_181303_radiance
