siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
TOMB,TOMB.AOS.buoy.c0,2017-05-17,2017-05-16,1,UV Absorbance (254 nm),0.1668,NA,1
TOMB,TOMB.AOS.buoy.c0,2018-04-28,2018-04-25,3,UV Absorbance (254 nm),0.2637,NA,1
TOMB,TOMB.AOS.buoy.c0,2019-05-06,2019-05-07,1,UV Absorbance (254 nm),0.1442,NA,1
