siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
PRPO,PRPO.AOS.buoy.c0,2017-06-19,2017-06-06,13,DOC,33.11,NA,1
PRPO,PRPO.AOS.buoy.c0,2017-06-21,2017-07-05,14,DOC,30.563333333333333,0.15307950004273355,3
PRPO,PRPO.AOS.buoy.c0,2019-07-30,2019-08-06,7,DOC,35.41,NA,1
PRPO,PRPO.AOS.buoy.c0,2020-06-24,2020-06-09,15,DOC,25.98,NA,1
