siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
CRAM,CRAM.AOS.buoy.c0,2017-09-12,2017-11-07,56,Fe,5e-4,NA,1
CRAM,CRAM.AOS.buoy.c0,2019-06-08,2019-05-01,38,Fe,0.0186,NA,1
