siteID,namedLocation,flightdate,aos_match,days_diff,analyte,avg,sd,n
CRAM,CRAM.AOS.buoy.c0,2017-09-12,2017-11-07,56,UV Absorbance (254 nm),0.1037,NA,1
CRAM,CRAM.AOS.buoy.c0,2019-06-08,2019-05-01,38,UV Absorbance (254 nm),0.1287,NA,1
